study_id,match,paper_count,doi,first_author,surname,authors,title,abstract,journal,year,month,volume,issue,pages,inclusion,which_check,uni_name,ab_uni_name,working_group_name,uni_working_group,qualification,working_group_number,Number_person_in_working_group,nr_researchers,group_paper_count,publication_strength,quartile,links,federal_state,state_uni,form,Ansprache,Countercheck_Website,Countercheck_Category,Countercheck_Kommentar,Countercheck_ls_or_jd,Countercheck_inclusion,Countercheck_which_check,notes_covidence,covidence_support_binary,covidence_support
580,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,71,6,10,25,2.5,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
581,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,5,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
582,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,98,6,15,30,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
583,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,3,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
584,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,95,6,18,22,1.222222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
585,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,12,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
586,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,45,1,4,7,1.75,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
587,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,95,1,18,22,1.222222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
588,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,95,12,18,22,1.222222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
589,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,11,7,10,40,4,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
590,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,7,7,24,48,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
591,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,66,3,9,14,1.555555556,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
592,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,10,36,36,35,0.972222222,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
593,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,88,9,11,25,2.272727273,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
594,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,52,3,6,21,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
595,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,21,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
596,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,96,1,10,9,0.9,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
597,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,33,13,20,21,1.05,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
598,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,4,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
599,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,9,1,5,6,1.2,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
600,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2015,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,1,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
601,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,10,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
602,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,4,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,0,no support
603,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,98,13,15,30,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
604,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,93,2,3,10,3.333333333,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
605,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,17,20,21,54,2.571428571,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
606,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,57,8,8,28,3.5,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
607,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,50,1,8,35,4.375,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
608,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,34,19,55,65,1.181818182,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
609,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,3,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
610,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,8,13,31,63,2.032258065,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
611,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,42,1,10,30,3,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
612,anonymized,21,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,12,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
613,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2019,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,5,10,30,35,1.166666667,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
614,anonymized,6,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,36,17,32,57,1.78125,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
615,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,44,8,17,36,2.117647059,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
616,anonymized,5,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2017,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,12,3,13,15,1.153846154,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
617,anonymized,8,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,25,1,28,63,2.25,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
618,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,37,3,15,153,10.2,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
619,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,17,4,21,54,2.571428571,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
620,anonymized,1,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,100,4,8,7,0.875,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,,
621,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2020,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,87,2,11,34,3.090909091,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
622,anonymized,7,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2016,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,16,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
623,anonymized,2,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2013,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,59,9,17,18,1.058823529,1,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
624,anonymized,16,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2014,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,42,1,10,30,3,4,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
625,anonymized,4,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,101,1,2,4,2,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
626,anonymized,3,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2021,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,72,6,34,46,1.352941176,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
627,anonymized,12,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2018,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,91,5,14,24,1.714285714,2,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,support
628,anonymized,10,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,anonymized,2022,anonymized,anonymized,anonymized,anonymized,true,step1,anonymized,anonymized,anonymized,anonymized,anonymized,22,1,21,56,2.666666667,3,anonymized,anonymized,anonymized,anonymized,anonymized,not_checked,NA,NA,NA,true,step1,anonymized,1,partial support
